[INFO] [2015/03/11 15:46:00,454] [10] [28] TestTool.MainWindow: - 软件启动……
[INFO] [2015/03/11 15:46:03,910] [10] [21] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置
[INFO] [2015/03/11 15:46:04,060] [10] [29] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置完毕
[INFO] [2015/03/11 15:46:04,070] [10] [21] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置
[INFO] [2015/03/11 15:46:04,230] [10] [34] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置完毕
[INFO] [2015/03/11 16:21:11,706] [9] [28] TestTool.MainWindow: - 软件启动……
[INFO] [2015/03/11 16:21:14,988] [9] [21] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置
[INFO] [2015/03/11 16:21:15,169] [9] [29] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置完毕
[INFO] [2015/03/11 16:21:15,175] [9] [21] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置
[INFO] [2015/03/11 16:21:15,336] [9] [34] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置完毕
[INFO] [2015/03/11 16:24:26,163] [9] [116] VTSCore.Layers.Radar.RadarsSettingInfo: - 雷达配置保存成功
[INFO] [2015/03/11 16:24:50,215] [9] [116] VTSCore.Layers.Radar.RadarsSettingInfo: - 雷达配置保存成功
[INFO] [2015/03/12 09:36:14,080] [10] [28] TestTool.MainWindow: - 软件启动……
[INFO] [2015/03/12 09:36:19,206] [10] [21] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置
[INFO] [2015/03/12 09:36:19,382] [10] [29] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置完毕
[INFO] [2015/03/12 09:36:19,388] [10] [21] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置
[INFO] [2015/03/12 09:36:19,554] [10] [34] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置完毕
[INFO] [2015/03/12 09:38:50,648] [10] [90] TestTool.MainWindow: - 软件退出。
[INFO] [2015/03/12 09:43:11,843] [9] [28] TestTool.MainWindow: - 软件启动……
[INFO] [2015/03/12 09:43:15,519] [9] [21] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置
[INFO] [2015/03/12 09:43:15,669] [9] [29] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置完毕
[INFO] [2015/03/12 09:43:15,675] [9] [21] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置
[INFO] [2015/03/12 09:43:15,828] [9] [34] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置完毕
[INFO] [2015/03/12 09:55:18,452] [10] [28] TestTool.MainWindow: - 软件启动……
[INFO] [2015/03/12 09:55:22,144] [10] [21] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置
[INFO] [2015/03/12 09:55:22,298] [10] [29] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置完毕
[INFO] [2015/03/12 09:55:22,304] [10] [21] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置
[INFO] [2015/03/12 09:55:22,461] [10] [34] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置完毕
[INFO] [2015/03/12 10:00:32,165] [9] [28] TestTool.MainWindow: - 软件启动……
[INFO] [2015/03/12 10:00:35,950] [9] [21] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置
[INFO] [2015/03/12 10:00:36,119] [9] [29] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置完毕
[INFO] [2015/03/12 10:00:36,125] [9] [21] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置
[INFO] [2015/03/12 10:00:36,284] [9] [34] VTSCore.Layers.Tracks.TracksDraws: - 初始化信号源配置完毕
[INFO] [2015/03/12 10:01:23,260] [9] [90] TestTool.MainWindow: - 软件退出。
[INFO] [2015/03/12 10:04:12,018] [8] [28] TestTool.MainWindow: - 软件启动……
[INFO] [2015/03/12 10:04:15,754] [8] [21] VTSCore.Layers.Radar.RadarsCanvas: - 初始化雷达配置
